Rank;Final Worth;Person Name;Age;Country;City;Source;Industries;Country Of Citizenship;Organization;Self Made;Status;Gender;Birth Date;Last Name;First Name; Title;Date;Birth Year;Birth Month;Birth Day;CPI Country;CPI Change Country;GDP Country;gross_tertiary_education_enrollment;gross_primary_education_enrollment_country;life_expectancy_country;tax_revenue_country_country;total_tax_rate_country;population_country;latitude_country;longitude_country
1104;2700;Dan Olsson;76;Sweden;Gothenburg;Diversified;Diversified;Sweden;;FALSE;E;M;01/01/1947 00:00;Olsson;Dan;;04/04/2023 05:01;1947;1;1;110.51;1.8;$530,832,908,738 ;67;126.6;82.5;27.9;49.1;10285453;60.128.161;18.643.501
1104;2700;Yuji Otsuka;69;Japan;Tokyo;Copy machines, software;Technology;Japan;;FALSE;U;M;2/13/1954 0:00;Otsuka;Yuji;;04/04/2023 05:01;1954;2;13;105.48;0.5;$5,081,769,542,380 ;63.2;98.8;84.2;11.9;46.7;126226568;36.204.824;138.252.924
1104;2700;Pan Dong;58;Hong Kong;Hong Kong;Consumer goods;Fashion & Retail;Canada;;TRUE;D;F;01/01/1965 00:00;Pan;Dong;;04/04/2023 05:01;1965;1;1;;;;;;;;;;;
1104;2700;Karsanbhai Patel;79;India;Ahmedabad;Consumer goods;Diversified;India;;TRUE;D;M;01/07/1944 00:00;Patel;Karsanbhai;;04/04/2023 05:01;1944;1;7;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
1104;2700;Richard Peery;84;United States;Palo Alto;Real estate;Real Estate;United States;;TRUE;D;M;10/01/1938 00:00;Peery;Richard;;04/04/2023 05:01;1938;10;1;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1104;2700;Gianfelice Rocca;75;;;Pipe Manufacturing;Metals & Mining;Italy;;FALSE;Split Family Fortune;M;03/02/1948 00:00;Rocca;Gianfelice;;04/04/2023 05:01;1948;3;2;;;;;;;;;;;
1104;2700;Paolo Rocca;70;;;Pipe Manufacturing;Metals & Mining;Italy;;FALSE;Split Family Fortune;M;10/14/1952 0:00;Rocca;Paolo;;04/04/2023 05:01;1952;10;14;;;;;;;;;;;
1104;2700;Wayne Rothbaum;55;United States;Delray Beach;Biotech investing;Healthcare;United States;;TRUE;N;M;2/17/1968 0:00;Rothbaum;Wayne;Investor;04/04/2023 05:01;1968;2;17;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1104;2700;Jeff Rothschild;68;United States;Palo Alto;Facebook;Technology;United States;Meta Platforms;TRUE;D;M;01/02/1955 00:00;Rothschild;Jeff;Advisor;04/04/2023 05:01;1955;1;2;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1104;2700;Raj Sardana;63;United States;Atlanta;Technology services;Technology;United States;;TRUE;N;M;03/08/1960 00:00;Sardana;Raj;;04/04/2023 05:01;1960;3;8;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1104;2700;Christiane Schoeller;;;;Publishing;Media & Entertainment;Germany;;FALSE;U;F;;Schoeller;Christiane;;04/04/2023 05:01;;;;;;;;;;;;;;
1104;2700;Salil Singhal;75;India;Delhi;Agrochemicals;Manufacturing;India;;FALSE;U;M;7/21/1947 0:00;Singhal;Salil;;04/04/2023 05:01;1947;7;21;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
1104;2700;Alexander Skorobogatko;55;Russia;Moscow;Real estate, airport;Logistics;Russia;;TRUE;U;M;9/25/1967 0:00;Skorobogatko;Alexander;;04/04/2023 05:01;1967;9;25;180.75;4.5;$1,699,876,578,871 ;81.9;102.6;72.7;11.4;46.2;144373535;6.152.401;105.318.756
1104;2700;Evan Spiegel;32;United States;Los Angeles;Snapchat;Technology;United States;Snap;TRUE;D;M;06/04/1990 00:00;Spiegel;Evan;Cofounder;04/04/2023 05:01;1990;6;4;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1104;2700;Glen Taylor;81;United States;Mankato;Printing;Service;United States;;TRUE;U;M;4/20/1941 0:00;Taylor;Glen;;04/04/2023 05:01;1941;4;20;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1104;2700;Thomas Tull;52;United States;Pittsburgh;Movies, investments;Media & Entertainment;United States;;TRUE;U;M;06/11/1970 00:00;Tull;Thomas;;04/04/2023 05:01;1970;6;11;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1104;2700;Bulat Utemuratov;65;Kazakhstan;Nur-Sultan;Mining, banking, hotels;Metals & Mining;Kazakhstan;;TRUE;D;M;01/01/1958 00:00;Utemuratov;Bulat;;04/04/2023 05:01;1958;1;1;182.75;5.2;$180,161,741,180 ;61.7;104.4;73.2;11.7;28.4;18513930;48.019.573;66.923.684
1104;2700;Gustav Magnar Witzoe;29;Norway;Kverva;Fish farming;Food & Beverage;Norway;;FALSE;D;M;4/22/1993 0:00;Witzoe;Gustav Magnar;;04/04/2023 05:01;1993;4;22;120.27;2.2;$403,336,363,636 ;82;100.3;82.8;23.9;36.2;5347896;60.472.024;8.468.946
1104;2700;Wong Man Li;58;Hong Kong;Hong Kong;Furniture;Manufacturing;Hong Kong;;TRUE;D;M;02/12/1965 00:00;Wong;Man Li;;04/04/2023 05:01;1965;2;12;;;;;;;;;;;
1104;2700;Guangming Wu;61;China;Danyang;Medical equipment;Healthcare;China;;TRUE;D;M;2/27/1962 0:00;Wu;Guangming;;04/04/2023 05:01;1962;2;27;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1104;2700;Zhu Yi;59;China;Chengdu;Pharmaceuticals;Healthcare;China;;TRUE;N;M;12/01/1963 00:00;Zhu ;Yi ;;04/04/2023 05:01;1963;12;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1164;2600;Ben Ashkenazy;53;United States;New York;Real estate;Real Estate;United States;;TRUE;D;M;9/23/1969 0:00;Ashkenazy;Ben;;04/04/2023 05:01;1969;9;23;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1164;2600;Felix Baker;54;United States;New York;Biotech investing;Finance & Investments;United States;;TRUE;D;M;3/29/1969 0:00;Baker;Felix;;04/04/2023 05:01;1969;3;29;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1164;2600;Julian Baker;56;United States;New York;Investing;Finance & Investments;United States;;TRUE;D;M;5/21/1966 0:00;Baker;Julian;;04/04/2023 05:01;1966;5;21;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1164;2600;David Baszucki;60;United States;San Francisco;Online games;Media & Entertainment;United States;;TRUE;U;M;1/20/1963 0:00;Baszucki;David;;04/04/2023 05:01;1963;1;20;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1164;2600;Joesley Batista;51;Brazil;Sao Paulo;Beef processing;Food & Beverage;Brazil;;FALSE;D;M;02/05/1972 00:00;Batista;Joesley;;04/04/2023 05:01;1972;2;5;167.4;3.7;$1,839,758,040,766 ;51.3;115.4;75.7;14.2;65.1;212559417;-14.235.004;-5.192.528
1164;2600;Wesley Batista;50;Brazil;Sao Paulo;Beef packing;Food & Beverage;Brazil;;FALSE;D;M;12/08/1972 00:00;Batista;Wesley;;04/04/2023 05:01;1972;12;8;167.4;3.7;$1,839,758,040,766 ;51.3;115.4;75.7;14.2;65.1;212559417;-14.235.004;-5.192.528
1164;2600;Yvonne Bauer;46;Germany;Hamburg;Magazines, media;Media & Entertainment;Germany;;FALSE;D;F;3/29/1977 0:00;Bauer;Yvonne;;04/04/2023 05:01;1977;3;29;112.85;1.4;$3,845,630,030,824 ;70.2;104;80.9;11.5;48.8;83132799;51.165.691;10.451.526
1164;2600;Miriam Baumann-Blocher;48;Switzerland;Rheinfelden;Chemicals;Manufacturing;Switzerland;;FALSE;D;F;01/01/1975 00:00;Baumann-Blocher;Miriam;;04/04/2023 05:01;1975;1;1;99.55;0.4;$703,082,435,360 ;59.6;105.2;83.6;10.1;28.8;8574832;46.818.188;8.227.512
1164;2600;Cen Junda;58;China;Lianyungang;Pharmaceuticals;Healthcare;China;;TRUE;U;M;6/18/1964 0:00;Cen;Junda;;04/04/2023 05:01;1964;6;18;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1164;2600;Richard Chandler;64;Singapore;Singapore;Investments;Finance & Investments;New Zealand;;FALSE;U;M;01/01/1959 00:00;Chandler;Richard;;04/04/2023 05:01;1959;1;1;114.41;0.6;$372,062,527,489 ;84.8;100.6;83.1;13.1;21;5703569;1.352.083;103.819.836
1164;2600;Chen Zhiping;47;China;Shenzhen;E-cigarettes;Manufacturing;China;;TRUE;D;M;01/01/1976 00:00;Chen;Zhiping;;04/04/2023 05:01;1976;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1164;2600;Fernando Chico Pardo;71;Mexico;Mexico City;Airport management;Service;Mexico;;TRUE;U;M;2/15/1952 0:00;Chico Pardo;Fernando;;04/04/2023 05:01;1952;2;15;141.54;3.6;$1,258,286,717,125 ;40.2;105.8;75;13.1;55.1;126014024;23.634.501;-102.552.784
1164;2600;Ray Davis;81;United States;Dallas;Pipelines;Energy;United States;;TRUE;U;M;12/18/1941 0:00;Davis;Ray;;04/04/2023 05:01;1941;12;18;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1164;2600;Maria Del Pino;67;Spain;Madrid;Construction;Construction & Engineering;Spain;;FALSE;U;F;3/19/1956 0:00;Del Pino;Maria;;04/04/2023 05:01;1956;3;19;110.96;0.7;$1,394,116,310,769 ;88.9;102.7;83.3;14.2;47;47076781;40.463.667;-374.922
1164;2600;Deng Weiming & family;54;China;Changsha;Battery components;Manufacturing;China;;TRUE;D;M;09/01/1968 00:00;Deng;Weiming;;04/04/2023 05:01;1968;9;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1164;2600;John Dorrance, III.;79;Ireland;Dublin;Campbell Soup;Food & Beverage;Ireland;;FALSE;D;M;01/01/1944 00:00;Dorrance;John;;04/04/2023 05:01;1944;1;1;;;;;;;;;;;
1164;2600;Carl Douglas;61;Sweden;Stockholm;Investments;Diversified;Sweden;;FALSE;D;M;05/05/1961 00:00;Douglas;Carl;;04/04/2023 05:01;1961;5;5;110.51;1.8;$530,832,908,738 ;67;126.6;82.5;27.9;49.1;10285453;60.128.161;18.643.501
1164;2600;Eric Douglas;54;Sweden;Stockholm;Investments;Diversified;Sweden;;FALSE;D;M;05/01/1968 00:00;Douglas;Eric;;04/04/2023 05:01;1968;5;1;110.51;1.8;$530,832,908,738 ;67;126.6;82.5;27.9;49.1;10285453;60.128.161;18.643.501
1164;2600;Fiona Geminder;58;Australia;Melbourne;Manufacturing;Manufacturing;Australia;;FALSE;D;F;12/01/1964 00:00;Geminder;Fiona;;04/04/2023 05:01;1964;12;1;119.8;1.6;$1,392,680,589,329 ;113.1;100.3;82.7;23;47.4;25766605;-25.274.398;133.775.136
1164;2600;Stewart Horejsi & family;85;United States;Phoenix;Berkshire Hathaway;Finance & Investments;United States;;TRUE;D;M;9/19/1937 0:00;Horejsi;Stewart;;04/04/2023 05:01;1937;9;19;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1164;2600;Hou Juncheng;58;China;Hangzhou;Cosmetics;Healthcare;China;;TRUE;U;M;12/17/1964 0:00;Hou;Juncheng;;04/04/2023 05:01;1964;12;17;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1164;2600;Zhenda Huang & family;75;China;Shantou;Construction;Construction & Engineering;China;;TRUE;D;M;09/01/1947 00:00;Huang;Zhenda;;04/04/2023 05:01;1947;9;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1164;2600;Dmitry Kamenshchik;54;Russia;Moscow;Airport;Service;Russia;;TRUE;U;M;4/26/1968 0:00;Kamenshchik;Dmitry;;04/04/2023 05:01;1968;4;26;180.75;4.5;$1,699,876,578,871 ;81.9;102.6;72.7;11.4;46.2;144373535;6.152.401;105.318.756
1164;2600;Alicia Koplowitz;69;Spain;Madrid;Construction, investments;Finance & Investments;Spain;;FALSE;D;F;09/12/1953 00:00;Koplowitz;Alicia;;04/04/2023 05:01;1953;9;12;110.96;0.7;$1,394,116,310,769 ;88.9;102.7;83.3;14.2;47;47076781;40.463.667;-374.922
1164;2600;Adam Kwok;40;Hong Kong;Hong Kong;Real estate;Real Estate;Hong Kong;;FALSE;U;M;04/01/1983 00:00;Kwok;Adam;;04/04/2023 05:01;1983;4;1;;;;;;;;;;;
1164;2600;Henry Laufer;77;United States;Lake Worth;Hedge funds;Finance & Investments;United States;;TRUE;U;M;8/13/1945 0:00;Laufer;Henry;Investor;04/04/2023 05:01;1945;8;13;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1164;2600;Louis Le Duff;76;France;Paris;Bakeries;Food & Beverage;France;;TRUE;U;M;08/01/1946 00:00;Le Duff;Louis;;04/04/2023 05:01;1946;8;1;110.05;1.1;$2,715,518,274,227 ;65.6;102.5;82.5;24.2;60.7;67059887;46.227.638;2.213.749
1164;2600;Mark Leonard & family;66;Canada;Toronto;Software;Technology;Canada;;TRUE;U;M;05/06/1956 00:00;Leonard;Mark;;04/04/2023 05:01;1956;5;6;116.76;1.9;$1,736,425,629,520 ;68.9;100.9;81.9;12.8;24.5;36991981;56.130.366;-106.346.771
1164;2600;Li Guoqiang;59;China;Beijing;Auto dealerships;Automotive;China;;TRUE;D;M;01/01/1964 00:00;Li;Guoqiang;;04/04/2023 05:01;1964;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1164;2600;Li Yongxin;47;China;Beijing;Education;Service;China;;TRUE;D;M;03/09/1976 00:00;Li;Yongxin;;04/04/2023 05:01;1976;3;9;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1164;2600;Peter Lim;69;Singapore;Singapore;Investments;Finance & Investments;Singapore;;TRUE;U;M;06/01/1953 00:00;Lim;Peter;;04/04/2023 05:01;1953;6;1;114.41;0.6;$372,062,527,489 ;84.8;100.6;83.1;13.1;21;5703569;1.352.083;103.819.836
1164;2600;Lu Weiding;52;China;Hangzhou;Diversified;Diversified;China;;FALSE;D;M;03/01/1971 00:00;Lu;Weiding;;04/04/2023 05:01;1971;3;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1164;2600;Sergio Mantegazza;95;Switzerland;Lugano;Travel;Service;Switzerland;;TRUE;D;M;10/31/1927 0:00;Mantegazza;Sergio;;04/04/2023 05:01;1927;10;31;99.55;0.4;$703,082,435,360 ;59.6;105.2;83.6;10.1;28.8;8574832;46.818.188;8.227.512
1164;2600;Hans Melchers;84;Netherlands;Vorden;Chemicals, investments;Finance & Investments;Netherlands;;TRUE;D;M;4/28/1938 0:00;Melchers;Hans;;04/04/2023 05:01;1938;4;28;115.91;2.6;$909,070,395,161 ;85;104.2;81.8;23;41.2;17332850;52.132.633;5.291.266
1164;2600;C. Dean Metropoulos;76;United States;Palm Beach;Investments;Food & Beverage;United States;;TRUE;D;M;05/05/1946 00:00;Metropoulos;C. Dean;;04/04/2023 05:01;1946;5;5;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1164;2600;Hans Georg Naeder;61;Germany;Duderstadt;Prosthetics;Manufacturing;Germany;;FALSE;E;M;09/04/1961 00:00;Naeder;Hans Georg;;04/04/2023 05:01;1961;9;4;112.85;1.4;$3,845,630,030,824 ;70.2;104;80.9;11.5;48.8;83132799;51.165.691;10.451.526
1164;2600;Falguni Nayar;60;India;Mumbai;Retailing;Fashion & Retail;India;Nykaa;TRUE;D;F;2/19/1963 0:00;Nayar;Falguni;Founder & CEO;04/04/2023 05:01;1963;2;19;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
1164;2600;James Packer;55;United States;Los Angeles;Investments;Finance & Investments;Australia;;FALSE;D;M;09/08/1967 00:00;Packer;James;;04/04/2023 05:01;1967;9;8;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1164;2600;Alexander Ponomarenko;58;Russia;Moscow;Real estate, airport;Logistics;Russia;;TRUE;U;M;10/27/1964 0:00;Ponomarenko;Alexander;;04/04/2023 05:01;1964;10;27;180.75;4.5;$1,699,876,578,871 ;81.9;102.6;72.7;11.4;46.2;144373535;6.152.401;105.318.756
1164;2600;Nicholas Pritzker;79;United States;Nicasio;Hotels, investments;Finance & Investments;United States;;FALSE;D;M;01/01/1944 00:00;Pritzker;Nicholas;;04/04/2023 05:01;1944;1;1;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1164;2600;Alejandro Santo Domingo;46;United States;New York;Beer;Food & Beverage;United States;;FALSE;E;M;2/13/1977 0:00;Santo Domingo;Alejandro;;04/04/2023 05:01;1977;2;13;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1164;2600;Steven Sarowitz;57;United States;Highland Park;Payroll software;Technology;United States;;TRUE;D;M;11/07/1965 00:00;Sarowitz;Steven;;04/04/2023 05:01;1965;11;7;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1164;2600;Maria-Elisabeth Schaeffler-Thumann;81;Germany;Herzogenaurach;Auto parts;Automotive;Germany;;FALSE;U;F;8/17/1941 0:00;Schaeffler-Thumann;Maria-Elisabeth;;04/04/2023 05:01;1941;8;17;112.85;1.4;$3,845,630,030,824 ;70.2;104;80.9;11.5;48.8;83132799;51.165.691;10.451.526
1164;2600;Leonard Schleifer;70;United States;Tarrytown;Pharmaceuticals;Healthcare;United States;Regeneron Pharmaceuticals;TRUE;U;M;07/07/1952 00:00;Schleifer;Leonard;CEO and Founder;04/04/2023 05:01;1952;7;7;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1164;2600;Dieter Schnabel;77;Germany;Hamburg;Chemicals;Manufacturing;Germany;;FALSE;U;M;01/01/1946 00:00;Schnabel;Dieter;;04/04/2023 05:01;1946;1;1;112.85;1.4;$3,845,630,030,824 ;70.2;104;80.9;11.5;48.8;83132799;51.165.691;10.451.526
1164;2600;Michael S. Smith;67;United States;Miami Beach;Liquefied natural gas;Energy;United States;;TRUE;U;M;05/09/1955 00:00;Smith;Michael S.;Investor;04/04/2023 05:01;1955;5;9;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1164;2600;Julia Thiele-Schuerhoff;51;Germany;Munich;Brakes, investments;Manufacturing;Germany;;FALSE;D;F;01/01/1972 00:00;Thiele-Schuerhoff;Julia;;04/04/2023 05:01;1972;1;1;112.85;1.4;$3,845,630,030,824 ;70.2;104;80.9;11.5;48.8;83132799;51.165.691;10.451.526
1164;2600;John Tyson & family;69;United States;Springdale;Food processing;Food & Beverage;United States;;FALSE;D;M;09/05/1953 00:00;Tyson;John;;04/04/2023 05:01;1953;9;5;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1164;2600;Anna Katharina Viessmann;;Germany;Battenberg;Heating and cooling equipment;Manufacturing;Germany;;FALSE;D;F;;Viessmann;Anna Katharina;;04/04/2023 05:01;;;;112.85;1.4;$3,845,630,030,824 ;70.2;104;80.9;11.5;48.8;83132799;51.165.691;10.451.526
1164;2600;Jurgen Wirtgen;57;;;Construction Vehicles;Construction & Engineering;Germany;;FALSE;N;M;07/01/1965 00:00;Wirtgen;Jurgen;;04/04/2023 05:01;1965;7;1;;;;;;;;;;;
1164;2600;Stefan Wirtgen;52;;;Construction Vehicles;Construction & Engineering;Germany;;FALSE;N;M;07/01/1970 00:00;Wirtgen;Stefan;;04/04/2023 05:01;1970;7;1;;;;;;;;;;;
1164;2600;Zhao Lixin;57;China;Shanghai;Electronics;Technology;China;;TRUE;D;M;01/01/1966 00:00;Zhao;Lixin;;04/04/2023 05:01;1966;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1164;2600;Hongyi Zhou;52;China;Beijing;Security software;Technology;China;;TRUE;U;M;10/01/1970 00:00;Zhou;Hongyi;;04/04/2023 05:01;1970;10;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1217;2500;S. Daniel Abraham;98;United States;Palm Beach;Slim-Fast;Food & Beverage;United States;S. Daniel Abraham Center for Middle East Peace;TRUE;U;M;8/15/1924 0:00;Abraham;S. Daniel;Chairman;04/04/2023 05:01;1924;8;15;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1217;2500;Bill Alfond;74;United States;Boston;Shoes;Fashion & Retail;United States;;FALSE;D;M;5/16/1948 0:00;Alfond;Bill;;04/04/2023 05:01;1948;5;16;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1217;2500;Susan Alfond;77;United States;Scarborough;Shoes;Fashion & Retail;United States;;FALSE;D;F;7/19/1945 0:00;Alfond;Susan;;04/04/2023 05:01;1945;7;19;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1217;2500;Ted Alfond;78;United States;Weston;Shoes;Fashion & Retail;United States;;FALSE;D;M;8/19/1944 0:00;Alfond;Ted;;04/04/2023 05:01;1944;8;19;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1217;2500;Riley Bechtel & family;71;United States;San Francisco;Engineering, construction;Construction & Engineering;United States;Bechtel Corp.;FALSE;D;M;3/25/1952 0:00;Bechtel;Riley;former Chairman and CEO;04/04/2023 05:01;1952;3;25;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1217;2500;Thor Bjorgolfsson;56;United Kingdom;London;Investments;Diversified;Iceland;;TRUE;E;M;3/19/1967 0:00;Bjorgolfsson;Thor;;04/04/2023 05:01;1967;3;19;119.62;1.7;$2,827,113,184,696 ;60;101.2;81.3;25.5;30.6;66834405;55.378.051;-3.435.973
1217;2500;Charles Bronfman;91;United States;Palm Beach;Liquor;Food & Beverage;Canada;;FALSE;E;M;6/27/1931 0:00;Bronfman;Charles;;04/04/2023 05:01;1931;6;27;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1217;2500;Vivek Chand Burman;85;India;Delhi;Consumer goods;Food & Beverage;India;;FALSE;D;M;4/28/1937 0:00;Burman;Vivek Chand;;04/04/2023 05:01;1937;4;28;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
1217;2500;Herb Chambers;81;United States;Boston;Car dealerships;Automotive;United States;;TRUE;U;M;01/01/1942 00:00;Chambers;Herb;;04/04/2023 05:01;1942;1;1;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1217;2500;Cheng Yixiao;39;China;Beijing;Video streaming app;Media & Entertainment;China;;TRUE;D;M;01/01/1984 00:00;Cheng;Yixiao;;04/04/2023 05:01;1984;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
1217;2500;Andrew Cherng;75;United States;Las Vegas;Fast food;Food & Beverage;United States;;TRUE;Split Family Fortune;M;04/02/1948 00:00;Cherng;Andrew;;04/04/2023 05:01;1948;4;2;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1217;2500;Peggy Cherng;75;United States;Las Vegas;Fast food;Food & Beverage;United States;;TRUE;Split Family Fortune;F;12/18/1947 0:00;Cherng;Peggy;;04/04/2023 05:01;1947;12;18;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1217;2500;Leon G. Cooperman;79;United States;Boca Raton;Hedge funds;Finance & Investments;United States;Omega Advisors, Inc.;TRUE;E;M;4/25/1943 0:00;Cooperman;Leon G.;Founder;04/04/2023 05:01;1943;4;25;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1217;2500;Yadu Hari Dalmia & family;75;India;Delhi;Cement;Manufacturing;India;;FALSE;U;M;06/02/1947 00:00;Dalmia;Yadu Hari;;04/04/2023 05:01;1947;6;2;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
1217;2500;Henry Davis;72;United States;Omaha;Beef processing;Food & Beverage;United States;;FALSE;U;M;2/16/1951 0:00;Davis;Henry;;04/04/2023 05:01;1951;2;16;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1217;2500;Oleg Deripaska;55;Russia;Moscow;Aluminum, utilities;Metals & Mining;Russia;;TRUE;U;M;01/02/1968 00:00;Deripaska;Oleg;;04/04/2023 05:01;1968;1;2;180.75;4.5;$1,699,876,578,871 ;81.9;102.6;72.7;11.4;46.2;144373535;6.152.401;105.318.756
1217;2500;Sergey Dmitriev;57;Cyprus;Paralimni;Software;Technology;Cyprus;;TRUE;D;M;03/11/1966 00:00;Dmitriev;Sergey;;04/04/2023 05:01;1966;3;11;102.51;0.3;$24,564,647,935 ;75.9;99.3;80.8;24.5;22.4;1198575;35.126.413;33.429.859
1217;2500;Joseph Edelman;67;United States;New York;Hedge funds;Finance & Investments;United States;Perceptive Advisors;TRUE;D;M;06/10/1955 00:00;Edelman;Joseph;Founder & CEO;04/04/2023 05:01;1955;6;10;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
1217;2500;Sandeep Engineer;61;India;Ahmedabad;Plastic pipes;Manufacturing;India;;TRUE;D;M;05/11/1961 00:00;Engineer;Sandeep;;04/04/2023 05:01;1961;5;11;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
